modelt1
modelt6
modelt9
model.out
model.log
modelt40
modelt50
3 .15 3 1 1
2. 1.
0.e-04 0.e-02 5 -1.25  3. -3.
  -1  -1   1  100   20   1   1   3  -1 100   1  1 
0. 1.
1. 1.
  0.32997604e 02         0.7d 01   0.100 0.00718     0.0     0.2   0 0.00 
    2.0 21.145   -0.1  0.001  0.05   0.2      3.0 
14.000 13.091055 0.2003982E+07-0.223E-01 0.70 0.10E-03 0.10E-02   4 0.788630
-0.10000000E+01 8.416150-0.37215289E-05 9.118502-0.28704965E-04-0.77315773E+50
    2.445    0.000 13.011677
        -1        -1         1         0
  9.178021  1.577166
0.1802439D+020.7549394D+010.1802609D+020.7553766D+010.1800098D+020.7544015D+01
0.1575000D+010.9118657D+010.1600000D+010.9118128D+010.1575000D+010.9124560D+01
0.1575000D+010.9178000D+010.1600000D+010.9178000D+010.1575000D+010.9184000D+01
       166
  -0.46854203E+01    7.422355   -0.000135   21.701713    7.819656    1.000000    0.000000
  -0.45854203E+01    7.455691   -0.000171   21.701607    7.819698    1.000000    0.000000
  -0.44854203E+01    7.489032   -0.000215   21.701483    7.819746    1.000000    0.000000
  -0.43854203E+01    7.522377   -0.000271   21.701338    7.819803    1.000000    0.000000
  -0.42854203E+01    7.555728   -0.000342   21.701169    7.819869    1.000000    0.000000
  -0.41854203E+01    7.589083   -0.000431   21.700972    7.819946    1.000000    0.000000
  -0.40854203E+01    7.622443   -0.000543   21.700743    7.820036    1.000000    0.000000
  -0.39854203E+01    7.655810   -0.000684   21.700475    7.820141    1.000000    0.000000
  -0.38854203E+01    7.689183   -0.000862   21.700164    7.820264    1.000000    0.000000
  -0.37854203E+01    7.722564   -0.001086   21.699800    7.820407    1.000000    0.000000
  -0.36854203E+01    7.755953   -0.001370   21.699375    7.820574    1.000000    0.000000
  -0.35854203E+01    7.789352   -0.001730   21.698879    7.820770    1.000000    0.000000
  -0.34854203E+01    7.822763   -0.002184   21.698300    7.820999    1.000000    0.000000
  -0.33854203E+01    7.856187   -0.002757   21.697626    7.821266    1.000000    0.000000
  -0.32854203E+01    7.889626   -0.003481   21.696839    7.821578    1.000000    0.000000
  -0.31854203E+01    7.923083   -0.004398   21.695921    7.821943    1.000000    0.000000
  -0.30854203E+01    7.956560   -0.005559   21.694850    7.822369    1.000000    0.000000
  -0.29854203E+01    7.990062   -0.007030   21.693601    7.822869    1.000000    0.000000
  -0.28854203E+01    8.023592   -0.008896   21.692144    7.823454    1.000000    0.000000
  -0.27854203E+01    8.057156   -0.011283   21.690435    7.824142    1.000000    0.000000
  -0.26854203E+01    8.090759   -0.014323   21.688440    7.824950    1.000000    0.000000
  -0.25854203E+01    8.124407   -0.018199   21.686109    7.825900    1.000000    0.000000
  -0.24854203E+01    8.158108   -0.023151   21.683385    7.827016    1.000000    0.000000
  -0.23854203E+01    8.191872   -0.029493   21.680200    7.828331    1.000000    0.000000
  -0.22854203E+01    8.225708   -0.037636   21.676475    7.829882    1.000000    0.000000
  -0.21854203E+01    8.259630   -0.048070   21.672116    7.831712    1.000000    0.000000
  -0.20854203E+01    8.293653   -0.061426   21.667011    7.833874    1.000000    0.000000
  -0.19854203E+01    8.327794   -0.078563   21.661028    7.836430    1.000000    0.000000
  -0.18854203E+01    8.362078   -0.100750   21.653977    7.839467    1.000000    0.000000
  -0.17854203E+01    8.396530   -0.129340   21.645690    7.843062    1.000000    0.000000
  -0.16854203E+01    8.431178   -0.166310   21.635937    7.847324    1.000000    0.000000
  -0.15854203E+01    8.466061   -0.214320   21.624441    7.852381    1.000000    0.000000
  -0.14854203E+01    8.501224   -0.277100   21.610864    7.858393    1.000000    0.000000
  -0.13854203E+01    8.536723   -0.359810   21.594789    7.865560    1.000000    0.000000
  -0.12854203E+01    8.572627   -0.469450   21.575704    7.874128    1.000000    0.000000
  -0.11854203E+01    8.609015   -0.614990   21.552964    7.884396    1.000000    0.000000
  -0.10854203E+01    8.645989   -0.805810   21.525752    7.896685    1.000000    0.000000
  -0.98542030E+00    8.683686   -1.047400   21.492893    7.911311    1.000000    0.000000
  -0.95305990E+00    8.696058   -1.135900   21.480886    7.916551    1.000000    0.000000
  -0.92294444E+00    8.707658   -1.222000   21.469011    7.921651    1.000000    0.000000
  -0.89478256E+00    8.718587   -1.304900   21.457251    7.926609    1.000000    0.000000
  -0.86833616E+00    8.728926   -1.384100   21.445587    7.931421    1.000000    0.000000
  -0.84340819E+00    8.738744   -1.458700   21.434005    7.936087    1.000000    0.000000
  -0.81983372E+00    8.748099   -1.528500   21.422490    7.940602    1.000000    0.000000
  -0.79747331E+00    8.757039   -1.593800   21.411020    7.944970    1.000000    0.000000
  -0.77620800E+00    8.765607   -1.655100   21.399598    7.949189    1.000000    0.000000
  -0.75593553E+00    8.773836   -1.712300   21.388216    7.953262    1.000000    0.000000
  -0.73656731E+00    8.781760   -1.765300   21.376865    7.957193    1.000000    0.000000
  -0.71802610E+00    8.789404   -1.814300   21.365537    7.960984    1.000000    0.000000
  -0.70024417E+00    8.796792   -1.859400   21.354226    7.964640    1.000000    0.000000
  -0.68316175E+00    8.803946   -1.900500   21.342925    7.968163    1.000000    0.000000
  -0.66672590E+00    8.810883   -1.938000   21.331628    7.971558    1.000000    0.000000
  -0.65088945E+00    8.817622   -1.971600   21.320327    7.974827    1.000000    0.000000
  -0.63561021E+00    8.824177   -2.002000   21.309012    7.977976    1.000000    0.000000
  -0.62085030E+00    8.830561   -2.029700   21.297686    7.981009    1.000000    0.000000
  -0.60657558E+00    8.836787   -2.054800   21.286346    7.983933    1.000000    0.000000
  -0.59275515E+00    8.842864   -2.077100   21.274986    7.986752    1.000000    0.000000
  -0.57936100E+00    8.848803   -2.096300   21.263603    7.989470    1.000000    0.000000
  -0.56636762E+00    8.854612   -2.112400   21.252191    7.992092    1.000000    0.000000
  -0.55375170E+00    8.860300   -2.125100   21.240749    7.994620    1.000000    0.000000
  -0.54149195E+00    8.865874   -2.134200   21.229271    7.997057    1.000000    0.000000
  -0.52956880E+00    8.871342   -2.138900   21.217750    7.999402    1.000000    0.000000
  -0.51796426E+00    8.876709   -2.138500   21.206181    8.001657    1.000000    0.000000
  -0.50666175E+00    8.881981   -2.132600   21.194566    8.003822    1.000000    0.000000
  -0.49564593E+00    8.887163   -2.121100   21.182902    8.005897    1.000000    0.000000
  -0.48490264E+00    8.892261   -2.103800   21.171184    8.007882    1.000000    0.000000
  -0.47441870E+00    8.897278   -2.080400   21.159410    8.009777    1.000000    0.000000
  -0.46418189E+00    8.902220   -2.050700   21.147576    8.011582    1.000000    0.000000
  -0.45418083E+00    8.907090   -2.014500   21.135679    8.013297    1.000000    0.000000
  -0.44440491E+00    8.911893   -1.971600   21.123714    8.014922    1.000000    0.000000
  -0.43484420E+00    8.916633   -1.921700   21.111674    8.016455    1.000000    0.000000
  -0.42548944E+00    8.921313   -1.864500   21.099556    8.017898    1.000000    0.000000
  -0.41633194E+00    8.925935   -1.800000   21.087360    8.019250    1.000000    0.000000
